ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
70994,Todd Lodwick,Male,33.0,180.0,67.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Nordic Combined,Nordic Combined Men's Team,Silver
71013,Esther Ruth  Lofgren,Female,27.0,188.0,79.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
71030,Glen Loftus,Male,28.0,187.0,70.0,Australia,AUS,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Lightweight Coxless Fours,Silver
71033,Devin Logan,Female,20.0,178.0,82.0,United States,USA,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Slopestyle,Silver
71034,"Eleanor ""Elle"" Logan",Female,20.0,188.0,86.0,United States,USA,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Gold
71034,"Eleanor ""Elle"" Logan",Female,24.0,188.0,86.0,United States,USA,2012 Summer,2012,Summer,London,Rowing,Rowing Women's Coxed Eights,Gold
71034,"Eleanor ""Elle"" Logan",Female,28.0,188.0,86.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,Gold
71060,Tatyana Yuryevna Logunova,Female,20.0,174.0,62.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Women's epee, Team",Gold
71060,Tatyana Yuryevna Logunova,Female,24.0,174.0,62.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Fencing,"Fencing Women's epee, Team",Gold
71060,Tatyana Yuryevna Logunova,Female,36.0,174.0,62.0,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
71100,Wolfgang Loitzl,Male,30.0,180.0,62.0,Austria,AUT,2010 Winter,2010,Winter,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Team",Gold
71127,Vasyl Anatoliyovich Lomachenko,Male,20.0,170.0,60.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Featherweight,Gold
71127,Vasyl Anatoliyovich Lomachenko,Male,24.0,170.0,60.0,Ukraine,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Lightweight,Gold
71131,"Abraham Robertus ""Bram"" Lomans",Male,25.0,200.0,96.0,Netherlands,NED,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Gold
71178,Luka Lonar,Male,29.0,195.0,106.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
71203,Matthew Long,Male,25.0,194.0,89.0,Australia,AUS,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxless Pairs,Bronze
71207,Long Qingquan,Male,17.0,150.0,56.0,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Bantamweight,Gold
71207,Long Qingquan,Male,25.0,150.0,56.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Gold
71235,Elisa Longo Borghini,Female,24.0,170.0,59.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",Bronze
71236,Jeannie Longo-Ciprelli,Female,41.0,164.0,48.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Women's Individual Time Trial,Bronze
71237,Thomas Pkemei Longosiwa,Male,30.0,175.0,57.0,Kenya,KEN,2012 Summer,2012,Summer,London,Athletics,"Athletics Men's 5,000 metres",Bronze
71267,Fredrik Max Emil Lf,Male,30.0,190.0,97.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Men's One Person Dinghy,Bronze
71267,Fredrik Max Emil Lf,Male,38.0,190.0,97.0,Sweden,SWE,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Men's Two Person Keelboat,Bronze
71267,Fredrik Max Emil Lf,Male,42.0,190.0,97.0,Sweden,SWE,2012 Summer,2012,Summer,London,Sailing,Sailing Men's Two Person Keelboat,Gold
71277,Shelley Looney,Female,30.0,165.0,64.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
71312,Priscilla Lopes-Schliep,Female,25.0,163.0,67.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 100 metres Hurdles,Bronze
71328,Arlen Lpez Cardona,Male,23.0,178.0,75.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Middleweight,Gold
71341,Diana Lopez,Female,24.0,178.0,58.0,United States,USA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Featherweight,Bronze
71344,Elena Lpez Benaches,Female,21.0,169.0,56.0,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
71399,Juan Martn Lpez,Male,31.0,178.0,74.0,Argentina,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
71406,Laura Lpez Valle,Female,20.0,168.0,59.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
71407,Laura Lpez Ventosa,Female,24.0,171.0,65.0,Spain,ESP,2012 Summer,2012,Summer,London,Water Polo,Water Polo Women's Water Polo,Silver
71408,Livn Lpez Azcuy,Male,30.0,170.0,74.0,Cuba,CUB,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Freestyle",Bronze
71423,Marc Lpez i Tarrs,Male,34.0,175.0,71.0,Spain-2,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Gold
71428,Mark Anthony Lopez,Male,26.0,183.0,68.0,United States,USA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Featherweight,Silver
71429,Marta Lpez Herrero,Female,22.0,168.0,64.0,Spain,ESP,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Bronze
71431,Michel Lpez Nez,Male,27.0,189.0,91.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Boxing,Boxing Men's Super-Heavyweight,Bronze
71437,Mijan Lpez Nez,Male,25.0,198.0,130.0,Cuba,CUB,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
71437,Mijan Lpez Nez,Male,29.0,198.0,130.0,Cuba,CUB,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
71437,Mijan Lpez Nez,Male,33.0,198.0,130.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",Gold
71441,Nicolas Pierre Lopez,Male,27.0,180.0,60.0,France,FRA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Individual",Silver
71441,Nicolas Pierre Lopez,Male,27.0,180.0,60.0,France,FRA,2008 Summer,2008,Summer,Beijing,Fencing,"Fencing Men's Sabre, Team",Gold
71453,Ral Lpez Molist,Male,28.0,184.0,80.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Basketball,Basketball Men's Basketball,Silver
71467,Steven Lopez,Male,21.0,191.0,83.0,United States,USA,2000 Summer,2000,Summer,Sydney,Taekwondo,Taekwondo Men's Featherweight,Gold
71467,Steven Lopez,Male,25.0,191.0,83.0,United States,USA,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Men's Welterweight,Gold
71467,Steven Lopez,Male,29.0,191.0,83.0,United States,USA,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Men's Welterweight,Bronze
71524,Ericka Denise Lorenz,Female,19.0,180.0,71.0,United States,USA,2000 Summer,2000,Summer,Sydney,Water Polo,Water Polo Women's Water Polo,Silver
71524,Ericka Denise Lorenz,Female,23.0,180.0,71.0,United States,USA,2004 Summer,2004,Summer,Athina,Water Polo,Water Polo Women's Water Polo,Bronze
71530,Nike Lorenz,Female,19.0,170.0,69.0,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
71566,Tams Lrincz,Male,25.0,172.0,75.0,Hungary,HUN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
71601,Venio Losert,Male,28.0,191.0,93.0,Croatia,CRO,2004 Summer,2004,Summer,Athina,Handball,Handball Men's Handball,Gold
71601,Venio Losert,Male,36.0,191.0,93.0,Croatia,CRO,2012 Summer,2012,Summer,London,Handball,Handball Men's Handball,Bronze
71687,Constantine Michael Louloudis,Male,20.0,190.0,92.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Coxed Eights,Bronze
71687,Constantine Michael Louloudis,Male,24.0,190.0,92.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,Gold
71729,Kevin Wesley Love,Male,23.0,208.0,118.0,United States,USA,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Gold
71744,"John Clay Lovell, III",Male,36.0,170.0,77.0,United States,USA,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Multihull,Silver
71762,Lars Stefan Lvgren,Male,29.0,191.0,96.0,Sweden,SWE,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Silver
71787,Caitlin Lowe,Female,23.0,170.0,57.0,United States,USA,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Silver
71799,Karsta Lowe,Female,23.0,193.0,82.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
71800,Sara Elizabeth Lowe,Female,20.0,167.0,56.0,United States,USA,2004 Summer,2004,Summer,Athina,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
71820,Steven Garrett Lowney,Male,20.0,185.0,96.0,United States,USA,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
71822,Kyle Lowry,Male,30.0,183.0,93.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Gold
71825,Dra Mercedesz Lwy,Female,23.0,172.0,65.0,Hungary,HUN,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Silver
71834,Nelson Loyola Torriente,Male,32.0,184.0,80.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Fencing,"Fencing Men's epee, Team",Bronze
71843,Demetrio Lozano Jarque,Male,24.0,196.0,100.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Handball,Handball Men's Handball,Bronze
71843,Demetrio Lozano Jarque,Male,32.0,196.0,100.0,Spain,ESP,2008 Summer,2008,Summer,Beijing,Handball,Handball Men's Handball,Bronze
71856,Rafael Lozano Muoz,Male,30.0,150.0,48.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Flyweight,Silver
71867,Heidi Lke,Female,29.0,173.0,68.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
71867,Heidi Lke,Female,33.0,173.0,68.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
71898,Lu Chunlong,Male,19.0,170.0,58.0,China,CHN,2008 Summer,2008,Summer,Beijing,Trampolining,Trampolining Men's Individual,Gold
71898,Lu Chunlong,Male,23.0,170.0,58.0,China,CHN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Men's Individual,Bronze
71906,Lu Haojie,Male,21.0,175.0,77.0,China,CHN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Silver
71921,Lu Xiaojun,Male,27.0,172.0,77.0,China,CHN,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Men's Middleweight,Gold
71921,Lu Xiaojun,Male,32.0,172.0,77.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Silver
71922,Lu Xiuzhi,Female,22.0,160.0,45.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 20 kilometres Walk,Bronze
71926,Lu Ying,Female,23.0,175.0,65.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Women's 100 metres Butterfly,Silver
71927,Lu Ying-Chi,Female,23.0,157.0,63.0,Chinese Taipei,TPE,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Women's Middleweight,Bronze
71929,Lu Yong,Male,22.0,175.0,85.0,China,CHN,2008 Summer,2008,Summer,Beijing,Weightlifting,Weightlifting Men's Light-Heavyweight,Gold
71931,Lu Yuanyang,Female,25.0,174.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Silver
71933,Lu Zhiwu,Male,23.0,182.0,76.0,China,CHN,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
71937,Luan Guilherme de Jesus Vieira,Male,23.0,180.0,71.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71941,Luan Garcia Teixeira,Male,23.0,183.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Men's Football,Gold
71981,Ricardo Samuel Lucarelli Santos de Souza,Male,24.0,195.0,79.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
71984,Lucas Pezzini Leiva,Male,21.0,179.0,74.0,Brazil,BRA,2008 Summer,2008,Summer,Beijing,Football,Football Men's Football,Bronze
71985,Lucas Rodrigues Moura da Silva,Male,19.0,173.0,81.0,Brazil,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
72025,Jean-Michel Lucenay,Male,38.0,186.0,78.0,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Gold
72033,Rosario Luchetti,Female,24.0,160.0,57.0,Argentina,ARG,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Bronze
72033,Rosario Luchetti,Female,28.0,160.0,57.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
72051,Frank Luck,Male,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 20 kilometres,Silver
72051,Frank Luck,Male,34.0,179.0,76.0,Germany,GER,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
72059,Robert Lcken,Male,31.0,199.0,95.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
72071,"Thomas David ""Tom"" Lucy",Male,20.0,194.0,94.0,Great Britain,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Coxed Eights,Silver
72103,Laura Ludwig,Female,30.0,181.0,70.0,Germany-1,GER,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball,Gold
72115,Pierre Fritz Lueders,Male,35.0,184.0,98.0,Canada-1,CAN,2006 Winter,2006,Winter,Torino,Bobsleigh,Bobsleigh Men's Two,Silver
72126,Yasmany Daniel Lugo Cabrera,Male,26.0,190.0,98.0,Cuba,CUB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Silver
72143,Elia Luini,Male,21.0,184.0,71.0,Italy,ITA,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Lightweight Double Sculls,Silver
72150,Alejandrina Mireya Luis Hernndez,Female,33.0,176.0,68.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Volleyball,Volleyball Women's Volleyball,Gold
72160,Luiz Felipe Marques Fonteles,Male,32.0,196.0,89.0,Brazil,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Gold
72164,Rodion Mykhailovych Luka,Male,31.0,170.0,63.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Sailing,Sailing Mixed Skiff,Silver
72169,Megan Lukan,Female,24.0,170.0,58.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
72182,Igor Vladimirovich Lukashin,Male,21.0,171.0,70.0,Russia,RUS,2000 Summer,2000,Summer,Sydney,Diving,Diving Men's Synchronized Platform,Gold
72191,Theresa Anne Luke,Female,33.0,180.0,78.0,Canada,CAN,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Bronze
72208,Yevgeniy Yuryevich Lukyanenko,Male,23.0,190.0,79.0,Russia,RUS,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Pole Vault,Silver
72228,Digenes Lua Martnez,Male,23.0,168.0,63.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Welterweight,Bronze
72249,Eva Maria Lund (-Eriksson),Female,34.0,169.0,66.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Curling,Curling Women's Curling,Gold
72249,Eva Maria Lund (-Eriksson),Female,38.0,169.0,66.0,Sweden,SWE,2010 Winter,2010,Winter,Vancouver,Curling,Curling Women's Curling,Gold
72276,Kristina Anna Maria Lundberg,Female,20.0,172.0,86.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Silver
72292,Kristine Lunde-Borgersen,Female,28.0,181.0,67.0,Norway,NOR,2008 Summer,2008,Summer,Beijing,Handball,Handball Women's Handball,Gold
72292,Kristine Lunde-Borgersen,Female,32.0,181.0,67.0,Norway,NOR,2012 Summer,2012,Summer,London,Handball,Handball Women's Handball,Gold
72292,Kristine Lunde-Borgersen,Female,36.0,181.0,67.0,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
72346,Bjrn Henrik Lundqvist,Male,23.0,185.0,87.0,Sweden,SWE,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72346,Bjrn Henrik Lundqvist,Male,31.0,185.0,87.0,Sweden,SWE,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
72376,"Zinaida Igorevna ""Zina"" Lunina",Female,19.0,175.0,55.0,Belarus,BLR,2008 Summer,2008,Summer,Beijing,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
72391,Luo Wei,Female,21.0,180.0,67.0,China,CHN,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Gold
72393,Luo Xi,Female,20.0,166.0,54.0,China,CHN,2008 Summer,2008,Summer,Beijing,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
72393,Luo Xi,Female,24.0,166.0,54.0,China,CHN,2012 Summer,2012,Summer,London,Synchronized Swimming,Synchronized Swimming Women's Team,Silver
72395,Luo Xiaojuan,Female,28.0,170.0,63.0,China,CHN,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Gold
72398,Luo Xuejuan,Female,20.0,167.0,64.0,China,CHN,2004 Summer,2004,Summer,Athina,Swimming,Swimming Women's 100 metres Breaststroke,Gold
72402,Luo Yutong,Male,26.0,165.0,62.0,China,CHN,2012 Summer,2012,Summer,London,Diving,Diving Men's Synchronized Springboard,Gold
72407,Roberto Luongo,Male,30.0,190.0,93.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72407,Roberto Luongo,Male,34.0,190.0,93.0,Canada,CAN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
72417,Yurisleidy Lupetey Cobas,Female,23.0,162.0,57.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Judo,Judo Women's Lightweight,Bronze
72425,Daniele Lupo,Male,25.0,183.0,77.0,Italy-1,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Beach Volleyball,Beach Volleyball Men's Beach Volleyball,Silver
72435,Albert Luque Martos,Male,22.0,184.0,75.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Silver
72446,Thomas Peter Lurz,Male,28.0,183.0,76.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Men's 10 kilometres Open Water,Bronze
72446,Thomas Peter Lurz,Male,32.0,183.0,76.0,Germany,GER,2012 Summer,2012,Summer,London,Swimming,Swimming Men's 10 kilometres Open Water,Silver
72448,Christian Lusch,Male,23.0,186.0,83.0,Germany,GER,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Silver
72520,Jessica Lutz,Female,24.0,174.0,65.0,Switzerland,SUI,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
72523,Manuela Lutze,Female,26.0,185.0,78.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Quadruple Sculls,Gold
72523,Manuela Lutze,Female,30.0,185.0,78.0,Germany,GER,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Quadruple Sculls,Gold
72523,Manuela Lutze,Female,34.0,185.0,78.0,Germany,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Quadruple Sculls,Bronze
72542,Amelie Lux,Female,23.0,162.0,48.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Sailing,Sailing Women's Windsurfer,Silver
72543,Germn Daro Lux,Male,22.0,186.0,78.0,Argentina,ARG,2004 Summer,2004,Summer,Athina,Football,Football Men's Football,Gold
72554,Lock Luypaert,Male,24.0,181.0,78.0,Belgium,BEL,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Silver
72592,Cdric Vincent Simon Lyard,Male,32.0,172.0,66.0,France,FRA,2004 Summer,2004,Summer,Athina,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Gold
72599,Toni Petteri Lydman,Male,28.0,185.0,92.0,Finland,FIN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
72599,Toni Petteri Lydman,Male,32.0,185.0,92.0,Finland,FIN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
72607,Dmitry Valeryevich Lykin,Male,30.0,178.0,84.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Men's Running Target, 10 metres",Bronze
72611,Oleh Viktorovych Lykov,Male,31.0,202.0,105.0,Ukraine,UKR,2004 Summer,2004,Summer,Athina,Rowing,Rowing Men's Quadruple Sculls,Bronze
72671,Evan Frank Lysacek,Male,24.0,188.0,73.0,United States,USA,2010 Winter,2010,Winter,Vancouver,Figure Skating,Figure Skating Men's Singles,Gold
72681,Tatyana Viktorovna Lysenko (-Beloborodova),Female,28.0,180.0,85.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Hammer Throw,Gold
72726,Ma Jin,Female,24.0,167.0,58.0,China-2,CHN,2012 Summer,2012,Summer,London,Badminton,Badminton Mixed Doubles,Silver
72731,Ma Lin,Male,24.0,176.0,74.0,China-1,CHN,2004 Summer,2004,Summer,Athina,Table Tennis,Table Tennis Men's Doubles,Gold
72731,Ma Lin,Male,28.0,176.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Singles,Gold
72731,Ma Lin,Male,28.0,176.0,74.0,China,CHN,2008 Summer,2008,Summer,Beijing,Table Tennis,Table Tennis Men's Team,Gold
72735,Ma Long,Male,23.0,175.0,72.0,China,CHN,2012 Summer,2012,Summer,London,Table Tennis,Table Tennis Men's Team,Gold
72735,Ma Long,Male,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Singles,Gold
72735,Ma Long,Male,27.0,175.0,72.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,Gold
72753,Ma Yibo,Female,28.0,174.0,70.0,China,CHN,2008 Summer,2008,Summer,Beijing,Hockey,Hockey Women's Hockey,Silver
72760,Ma Yunwen,Female,21.0,189.0,76.0,China,CHN,2008 Summer,2008,Summer,Beijing,Volleyball,Volleyball Women's Volleyball,Bronze
72798,Olli Mtt,Male,19.0,187.0,89.0,Finland,FIN,2014 Winter,2014,Winter,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
72818,Satoko Mabuchi,Female,26.0,163.0,67.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Softball,Softball Women's Softball,Gold
72830,Marko Macan,Male,23.0,196.0,109.0,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Silver
72848,Sofa Maccari,Female,28.0,165.0,66.0,Argentina,ARG,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Silver
72870,Fiona MacDonald (Brown-),Female,27.0,160.0,52.0,Great Britain,GBR,2002 Winter,2002,Winter,Salt Lake City,Curling,Curling Women's Curling,Gold
72888,David Ross MacDonald,Male,39.0,175.0,84.0,Canada,CAN,2004 Summer,2004,Summer,Athina,Sailing,Sailing Men's Two Person Keelboat,Silver
72944,Roger Machado Morales,Male,30.0,177.0,88.0,Cuba,CUB,2004 Summer,2004,Summer,Athina,Baseball,Baseball Men's Baseball,Gold
72987,scar Macas Hernndez,Male,31.0,171.0,88.0,Cuba,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
73001,"Allan ""Al"" MacInnis",Male,38.0,188.0,95.0,Canada,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
73021,"Timothy ""Tim"" Mack",Male,31.0,187.0,81.0,United States,USA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Men's Pole Vault,Gold
73050,Linda June MacKenzie (-Single),Female,24.0,161.0,52.0,Australia,AUS,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
73094,Brittany MacLean,Female,22.0,172.0,70.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
73095,Craig MacLean,Male,29.0,174.0,87.0,Great Britain,GBR,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Men's Team Sprint,Silver
73100,"Rosannagh ""Rosie"" MacLennan",Female,23.0,158.0,54.0,Canada,CAN,2012 Summer,2012,Summer,London,Trampolining,Trampolining Women's Individual,Gold
73100,"Rosannagh ""Rosie"" MacLennan",Female,27.0,158.0,54.0,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Women's Individual,Gold
73102,Carla MacLeod,Female,23.0,163.0,63.0,Canada,CAN,2006 Winter,2006,Winter,Torino,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
73102,Carla MacLeod,Female,27.0,163.0,63.0,Canada,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Women's Ice Hockey,Gold
73104,Hannah Louise Macleod,Female,28.0,172.0,67.0,Great Britain,GBR,2012 Summer,2012,Summer,London,Hockey,Hockey Women's Hockey,Bronze
73104,Hannah Louise Macleod,Female,32.0,172.0,67.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Gold
